accession,protein_type,length,taxid,organism_name,species,species_resolved,is_representative,representative_selection_reason
WP_209487523.1,PCuAC,143,281,Xanthobacter flavus,xanthobacter flavus,1,TRUE,longest_validated_sequence
WP_209505710.1,PCuAC,137,2625375;2794833;2794834;3437432;3437437;3437439;3437442;3437446;3437447;3437477;3437487;3437488;3437613;3437658;3437665;3437667;3437769;3437772;3437776;3437778;3437781;3437783;3437785;3437786;3437789;3437791;3437795;3437796;3437797;3437801;3437804;3437806;3437807;3437809,unclassified Ruegeria;Ruegeria sp. HKCCSP335;Ruegeria sp. HKCCSA071;Ruegeria sp. AE1;Ruegeria sp. AE5;Ruegeria sp. AE9;Ruegeria sp. AF11;Ruegeria sp. AF4;Ruegeria sp. AF5;Ruegeria sp. AK11;Ruegeria sp. AL4;Ruegeria sp. AL7;Ruegeria sp. BH9;Ruegeria sp. CH2;Ruegeria sp. CI3;Ruegeria sp. CI6;Ruegeria sp. L11;Ruegeria sp. L8;Ruegeria sp. M8;Ruegeria sp. N1;Ruegeria sp. N12;Ruegeria sp. N3;Ruegeria sp. N5;Ruegeria sp. N7;Ruegeria sp. O10;Ruegeria sp. O12;Ruegeria sp. O5;Ruegeria sp. O6;Ruegeria sp. O9;Ruegeria sp. P12;Ruegeria sp. P5;Ruegeria sp. P8;Ruegeria sp. P9;Ruegeria sp. AD12(2025),unclassified ruegeria,1,FALSE,
WP_209532627.1,PCuAC,136,1890675;86172;863372;963,Herbaspirillum;Herbaspirillum huttiense subsp. huttiense;Herbaspirillum huttiense;Herbaspirillum sp.,herbaspirillum huttiense,1,FALSE,
WP_209546981.1,PCuAC,137,2625375;2794830;3437441;3437456;3437486;3437531;3437689;3437782;3437799,unclassified Ruegeria;Ruegeria sp. HKCCSP346;Ruegeria sp. AF10;Ruegeria sp. AG6;Ruegeria sp. AL3;Ruegeria sp. AP8;Ruegeria sp. CL7;Ruegeria sp. N2;Ruegeria sp. P10,unclassified ruegeria,1,FALSE,
WP_209570638.1,PCuAC,140,2817852,Sphingomonas sp. PvP018,sphingomonas sp. pvp018,0,TRUE,longest_validated_sequence
WP_209588587.1,PCuAC,130,149698;1946839;286638;457921,Massilia;Massilia alkalitolerans;Massilia varians;Massilia sp. UBA6681,massilia alkalitolerans,1,FALSE,
WP_209598139.1,PCuAC,137,2794832,Ruegeria sp. HKCCSP351,ruegeria sp. hkccsp351,0,TRUE,longest_validated_sequence
WP_209649647.1,PCuAC,141,2817858;2817859;3156439;3156440;31998;3469715;3469724;3469730;3469732;3469735;3469738;407,Methylobacterium;Methylobacterium radiotolerans;Methylobacterium sp. PvP105;Methylobacterium sp. PvP109;Methylobacterium sp. PvP062;Methylobacterium sp. PvP112;Methylobacterium sp. PvP106;Methylobacterium sp. PvP117;Methylobacterium sp. PvP092;Methylobacterium sp. PvP108;Methylobacterium sp. PvP116;Methylobacterium sp. PvP083,methylobacterium radiotolerans,1,FALSE,
WP_209717869.1,PCuAC,130,1904440;2636909;2806572,Duganella sp.;unclassified Duganella;Duganella sp. 1411,unclassified duganella,1,FALSE,
WP_209739682.1,PCuAC,134,1701758,Aureimonas populi,aureimonas populi,1,TRUE,longest_validated_sequence
WP_209763629.1,PCuAC,132,2821357,Cupriavidus consociatus,cupriavidus consociatus,1,TRUE,longest_validated_sequence
WP_209767487.1,PCuAC,140,416170,Azospirillum rugosum,azospirillum rugosum,1,TRUE,longest_validated_sequence
WP_209775743.1,PCuAC,132,2821359,Cupriavidus sp. AcVe19-1a,cupriavidus sp. acve19-1a,0,TRUE,longest_validated_sequence
WP_209791839.1,PCuAC,144,106592,Ensifer adhaerens,ensifer adhaerens,1,FALSE,
WP_209807146.1,PCuAC,132,2821358,Cupriavidus sp. AcVe19-6a,cupriavidus sp. acve19-6a,0,TRUE,longest_validated_sequence
WP_209834999.1,PCuAC,137,2794831,Ruegeria sp. HKCCE3926,ruegeria sp. hkcce3926,0,TRUE,longest_validated_sequence
WP_209839691.1,PCuAC,134,490979,Rubellimicrobium aerolatum,rubellimicrobium aerolatum,1,TRUE,longest_validated_sequence
WP_209842218.1,PCuAC,133,490979,Rubellimicrobium aerolatum,rubellimicrobium aerolatum,1,FALSE,
WP_209847015.1,PCuAC,141,508661,Rhizobium herbae,rhizobium herbae,1,TRUE,longest_validated_sequence
WP_209874813.1,PCuAC,131,2817864,Pseudomonas sp. BP8,pseudomonas sp. bp8,0,TRUE,longest_validated_sequence
WP_209884366.1,PCuAC,138,384,Rhizobium leguminosarum,rhizobium leguminosarum,1,FALSE,
WP_209945449.1,PCuAC,137,735519,Heterorhizobium halophytocola,heterorhizobium halophytocola,1,TRUE,longest_validated_sequence
WP_209964943.1,PCuAC,131,1247546;2817863;286;3367173;3367220;3367235;3367262;3569885;438408,Pseudomonas;Pseudomonas sp. BP7;Pseudomonas hunanensis;Pseudomonas sp. BP6;Pseudomonas sp. FYR_5;Pseudomonas sp. yb_5;Pseudomonas sp. YQ_13;Pseudomonas sp. zjy_11;Pseudomonas sp. VEM90,pseudomonas hunanensis,1,FALSE,
WP_209980557.1,PCuAC,139,488438,Azospirillum picis,azospirillum picis,1,TRUE,longest_validated_sequence
WP_210032587.1,PCuAC,140,2806597,Methylobacterium sp. PvR107,methylobacterium sp. pvr107,0,TRUE,longest_validated_sequence
WP_210042803.1,PCuAC,134,2810613,Pseudomonas alliivorans,pseudomonas alliivorans,1,TRUE,longest_validated_sequence
WP_210056455.1,PCuAC,141,515361,Neorhizobium petrolearium,neorhizobium petrolearium,1,TRUE,longest_validated_sequence
WP_210067473.1,PCuAC,138,384,Rhizobium leguminosarum,rhizobium leguminosarum,1,FALSE,
WP_210106519.1,PCuAC,139,399,Neorhizobium galegae,neorhizobium galegae,1,FALSE,
WP_210219082.1,PCuAC,134,111769,Thiothrix unzii,thiothrix unzii,1,TRUE,longest_validated_sequence
WP_210221519.1,PCuAC,133,2891210,Thiothrix litoralis,thiothrix litoralis,1,TRUE,longest_validated_sequence
WP_210228172.1,PCuAC,134,2823902,Candidatus Thiothrix anitrata,candidatus thiothrix,1,TRUE,longest_validated_sequence
WP_210394842.1,PCuAC,136,1468178,Motiliproteus sediminis,motiliproteus sediminis,1,TRUE,longest_validated_sequence
WP_210445235.1,PCuAC,133,246167,Vibrio crassostreae,vibrio crassostreae,1,FALSE,
WP_210456652.1,PCuAC,133,380021,Pseudomonas protegens,pseudomonas protegens,1,FALSE,
WP_210482068.1,PCuAC,133,380021,Pseudomonas protegens,pseudomonas protegens,1,FALSE,
WP_210496366.1,PCuAC,142,2819233,Microvirga antarctica,microvirga antarctica,1,TRUE,longest_validated_sequence
WP_210518473.1,PCuAC,147,2585190,Thalassospira sp. ER-Se-21-Dark,thalassospira sp. er-se-21-dark,0,TRUE,longest_validated_sequence
WP_210527161.1,PCuAC,134,2817372,Rubellimicrobium arenae,rubellimicrobium arenae,1,TRUE,longest_validated_sequence
WP_210536806.1,PCuAC,126,1453541,Pseudoxanthomonas helianthi,pseudoxanthomonas helianthi,1,TRUE,longest_validated_sequence
WP_210542362.1,PCuAC,137,2822760,Rhodoferax sp. PAMC 29310,rhodoferax sp. pamc 29310,0,TRUE,longest_validated_sequence
WP_210631204.1,PCuAC,138,1138189;2731105;2731107;2731108;2731109;2731110;2731111;2731112;2731113;2731114;2731116;2731117;2731118;2731119;2731120;379,Rhizobium;Rhizobium bangladeshense;Rhizobium sp. NLR10a;Rhizobium sp. NLR11b;Rhizobium sp. NLR12b;Rhizobium sp. NLR13a;Rhizobium sp. NLR14b;Rhizobium sp. NLR15a;Rhizobium sp. NLR16a;Rhizobium sp. NLR16b;Rhizobium sp. NLR17b;Rhizobium sp. NLR3b;Rhizobium sp. NLR4a;Rhizobium sp. NLR4b;Rhizobium sp. NLR8a;Rhizobium sp. NLR9a,rhizobium bangladeshense,1,FALSE,
WP_210801763.1,PCuAC,129,2824119,Ideonella aquatica,ideonella aquatica,1,TRUE,longest_validated_sequence
WP_210856072.1,PCuAC,127,2824118,Ideonella alba,ideonella alba,1,TRUE,longest_validated_sequence
WP_210878263.1,PCuAC,134,2824121,Roseovarius autotrophicus,roseovarius autotrophicus,1,TRUE,longest_validated_sequence
WP_210995435.1,PCuAC,130,2822687,Pseudoalteromonas sp. MMG013,pseudoalteromonas sp. mmg013,0,TRUE,longest_validated_sequence
WP_210999340.1,PCuAC,134,2822684,Pseudoalteromonas sp. MMG007,pseudoalteromonas sp. mmg007,0,TRUE,longest_validated_sequence
WP_211056925.1,PCuAC,130,2822682,Pseudoalteromonas sp. MMG005,pseudoalteromonas sp. mmg005,0,TRUE,longest_validated_sequence
WP_211100725.1,PCuAC,129,2184697,Acuticoccus sediminis,acuticoccus sediminis,1,FALSE,
WP_211111181.1,PCuAC,139,1817965,Skermanella rosea,skermanella rosea,1,TRUE,longest_validated_sequence
WP_211113094.1,PCuAC,139,1789672,Skermanella mucosa,skermanella mucosa,1,TRUE,longest_validated_sequence
WP_211148980.1,PCuAC,129,1751046,Fluviibacter phosphoraccumulans,fluviibacter phosphoraccumulans,1,FALSE,
WP_211212869.1,PCuAC,133,1122611;404386,Nonomuraea coxensis;Nonomuraea coxensis DSM 45129,nonomuraea coxensis,1,TRUE,longest_validated_sequence
WP_211331432.1,PCuAC,124,1282737,Flaviflexus salsibiostraticola,flaviflexus salsibiostraticola,1,TRUE,longest_validated_sequence
WP_211371971.1,PCuAC,131,266009,Methylovorus glucosotrophus,methylovorus glucosotrophus,1,FALSE,
WP_211386057.1,PCuAC,142,2631580;2926010;3697514,unclassified Bradyrhizobium;Bradyrhizobium sp. Bra78;Bradyrhizobium sp. SZCCT0153,unclassified bradyrhizobium,1,FALSE,
WP_211397529.1,PCuAC,147,255045,Bradyrhizobium canariense,bradyrhizobium canariense,1,TRUE,longest_validated_sequence
WP_211402109.1,PCuAC,142,441950,Bradyrhizobium iriomotense,bradyrhizobium iriomotense,1,FALSE,
WP_211410984.1,PCuAC,142,441950,Bradyrhizobium iriomotense,bradyrhizobium iriomotense,1,FALSE,
WP_211442291.1,PCuAC,134,2825886,Collimonas humicola,collimonas humicola,1,TRUE,longest_validated_sequence
WP_211452519.1,PCuAC,132,1940615,Collimonas antrihumi,collimonas antrihumi,1,TRUE,longest_validated_sequence
WP_211459789.1,PCuAC,134,1812482,Comamonas brasiliensis,comamonas brasiliensis,1,TRUE,longest_validated_sequence
WP_211462524.1,PCuAC,134,2825884,Collimonas silvisoli,collimonas silvisoli,1,TRUE,longest_validated_sequence
WP_211471449.1,PCuAC,134,2825886,Collimonas humicola,collimonas humicola,1,FALSE,
WP_211526884.1,PCuAC,130,2823371,Massilia sp. AB1,massilia sp. ab1,0,TRUE,longest_validated_sequence
WP_211527883.1,PCuAC,130,2824904,Massilia sp. ZL223,massilia sp. zl223,0,TRUE,longest_validated_sequence
WP_211594578.1,PCuAC,136,223527,Vreelandella boliviensis,vreelandella boliviensis,1,FALSE,
WP_211650812.1,PCuAC,149,2829502,Photobacterium sp. GJ3,photobacterium sp. gj3,0,TRUE,longest_validated_sequence
WP_211676118.1,PCuAC,136,2637987;2746232;2746233,unclassified Moritella;Moritella sp. 28;Moritella sp. 36,unclassified moritella,1,TRUE,longest_validated_sequence
WP_211692223.1,PCuAC,142,335286,Brucella oryzae,brucella oryzae,1,FALSE,
WP_211785544.1,PCuAC,133,2692330,Falsirhodobacter algicola,falsirhodobacter algicola,1,TRUE,longest_validated_sequence
WP_211830584.1,PCuAC,134,517724,Kistimonas asteriae,kistimonas asteriae,1,TRUE,longest_validated_sequence
WP_211840896.1,PCuAC,127,443615,Pseudoxanthomonas sacheonensis,pseudoxanthomonas sacheonensis,1,TRUE,longest_validated_sequence
WP_211846336.1,PCuAC,134,1346889,Neoroseomonas eburnea,neoroseomonas eburnea,1,TRUE,longest_validated_sequence
WP_211910395.1,PCuAC,138,340268,Tardiphaga alba,tardiphaga alba,1,TRUE,longest_validated_sequence
WP_211929311.1,PCuAC,137,2820276,Ciceribacter sp. L1K23,ciceribacter sp. l1k23,0,TRUE,longest_validated_sequence
WP_211970463.1,PCuAC,141,2631580;2807653;2807656;2807657;2807659;2807660,unclassified Bradyrhizobium;Bradyrhizobium sp. U87765 SZCCT0048;Bradyrhizobium sp. U87765 SZCCT0109;Bradyrhizobium sp. U87765 SZCCT0110;Bradyrhizobium sp. U87765 SZCCT0131;Bradyrhizobium sp. U87765 SZCCT0134,unclassified bradyrhizobium,1,FALSE,
WP_211986606.1,PCuAC,142,312253,Bradyrhizobium tropiciagri,bradyrhizobium tropiciagri,1,FALSE,
WP_212001428.1,PCuAC,143,2807666,Bradyrhizobium sp. JYMT SZCCT0180,bradyrhizobium sp. jymt szcct0180,0,TRUE,longest_validated_sequence
WP_212013567.1,PCuAC,143,312253,Bradyrhizobium tropiciagri,bradyrhizobium tropiciagri,1,FALSE,
WP_212032168.1,PCuAC,143,2807673,Bradyrhizobium sp. JYMT SZCCT0428,bradyrhizobium sp. jymt szcct0428,0,TRUE,longest_validated_sequence
WP_212060330.1,PCuAC,143,29448,Bradyrhizobium elkanii,bradyrhizobium elkanii,1,FALSE,
WP_212067373.1,PCuAC,147,3064203,Bradyrhizobium sp. WYCCWR 12699,bradyrhizobium sp. wyccwr 12699,0,TRUE,longest_validated_sequence
WP_212069002.1,PCuAC,144,3064203,Bradyrhizobium sp. WYCCWR 12699,bradyrhizobium sp. wyccwr 12699,0,FALSE,
WP_212097882.1,PCuAC,142,375,Bradyrhizobium japonicum,bradyrhizobium japonicum,1,FALSE,
WP_212111628.1,PCuAC,141,481138,Bartonella queenslandensis,bartonella queenslandensis,1,FALSE,
WP_212208091.1,PCuAC,143,2631580;2807661;2807669;2807670,unclassified Bradyrhizobium;Bradyrhizobium sp. AUGA SZCCT0158;Bradyrhizobium sp. AUGA SZCCT0240;Bradyrhizobium sp. AUGA SZCCT0274,unclassified bradyrhizobium,1,FALSE,
WP_212219649.1,PCuAC,143,722472,Bradyrhizobium lablabi,bradyrhizobium lablabi,1,FALSE,
WP_212232531.1,PCuAC,141,989370,Bradyrhizobium manausense,bradyrhizobium manausense,1,FALSE,
WP_212250878.1,PCuAC,144,43992,Bradyrhizobium liaoningense,bradyrhizobium liaoningense,1,FALSE,
WP_212257245.1,PCuAC,142,3395912;3395915;374;43992,Bradyrhizobium;Bradyrhizobium liaoningense;Bradyrhizobium sp. SPXBL-02;Bradyrhizobium sp. BLXBL-01,bradyrhizobium liaoningense,1,FALSE,
WP_212262418.1,PCuAC,143,2631580;2807651;2807664;2807665;2807667,unclassified Bradyrhizobium;Bradyrhizobium sp. AUGA SZCCT0042;Bradyrhizobium sp. AUGA SZCCT0176;Bradyrhizobium sp. AUGA SZCCT0177;Bradyrhizobium sp. AUGA SZCCT0182,unclassified bradyrhizobium,1,FALSE,
WP_212272968.1,PCuAC,143,2807663,Bradyrhizobium sp. AUGA SZCCT0169,bradyrhizobium sp. auga szcct0169,0,TRUE,longest_validated_sequence
WP_212282728.1,PCuAC,144,3697513,Bradyrhizobium sp. SZCCT0148,bradyrhizobium sp. szcct0148,0,TRUE,longest_validated_sequence
WP_212293762.1,PCuAC,143,2807662,Bradyrhizobium sp. AUGA SZCCT0160,bradyrhizobium sp. auga szcct0160,0,TRUE,longest_validated_sequence
WP_212300902.1,PCuAC,142,989370,Bradyrhizobium manausense,bradyrhizobium manausense,1,FALSE,
WP_212313581.1,PCuAC,141,2829161,Achromobacter sp. Marseille-Q0513,achromobacter sp. marseille-q0513,0,TRUE,longest_validated_sequence
WP_212314830.1,PCuAC,143,2631580;2807652;2807654;2807655;2807658,unclassified Bradyrhizobium;Bradyrhizobium sp. AUGA SZCCT0045;Bradyrhizobium sp. AUGA SZCCT0051;Bradyrhizobium sp. AUGA SZCCT0105;Bradyrhizobium sp. AUGA SZCCT0124,unclassified bradyrhizobium,1,FALSE,
WP_212320935.1,PCuAC,135,2829161,Achromobacter sp. Marseille-Q0513,achromobacter sp. marseille-q0513,0,FALSE,
WP_212325424.1,PCuAC,141,989370,Bradyrhizobium manausense,bradyrhizobium manausense,1,FALSE,
WP_212336014.1,PCuAC,141,43992,Bradyrhizobium liaoningense,bradyrhizobium liaoningense,1,FALSE,
WP_212344822.1,PCuAC,133,2820277,Azoarcus sp. L1K30,azoarcus sp. l1k30,0,TRUE,longest_validated_sequence
WP_212364667.1,PCuAC,143,280332,Bradyrhizobium jicamae,bradyrhizobium jicamae,1,TRUE,longest_validated_sequence
WP_212374874.1,PCuAC,144,3697515,Bradyrhizobium sp. SZCCT0231,bradyrhizobium sp. szcct0231,0,TRUE,longest_validated_sequence
WP_212397376.1,PCuAC,141,280332,Bradyrhizobium jicamae,bradyrhizobium jicamae,1,FALSE,
WP_212403825.1,PCuAC,143,43992,Bradyrhizobium liaoningense,bradyrhizobium liaoningense,1,FALSE,
WP_212407934.1,PCuAC,147,43992,Bradyrhizobium liaoningense,bradyrhizobium liaoningense,1,TRUE,longest_validated_sequence
WP_212413985.1,PCuAC,143,2807668,Bradyrhizobium sp. AUGA SZCCT0222,bradyrhizobium sp. auga szcct0222,0,TRUE,longest_validated_sequence
WP_212419134.1,PCuAC,142,2807671,Bradyrhizobium sp. AUGA SZCCT0283,bradyrhizobium sp. auga szcct0283,0,TRUE,longest_validated_sequence
WP_212424546.1,PCuAC,142,989370,Bradyrhizobium manausense,bradyrhizobium manausense,1,FALSE,
WP_212430964.1,PCuAC,147,43992,Bradyrhizobium liaoningense,bradyrhizobium liaoningense,1,FALSE,
WP_212437366.1,PCuAC,143,2807674,Bradyrhizobium sp. AUGA SZCCT0431,bradyrhizobium sp. auga szcct0431,0,TRUE,longest_validated_sequence
WP_212456660.1,PCuAC,147,989370,Bradyrhizobium manausense,bradyrhizobium manausense,1,TRUE,longest_validated_sequence
WP_212460833.1,PCuAC,143,374;858423;989370,Bradyrhizobium;Bradyrhizobium arachidis;Bradyrhizobium manausense,bradyrhizobium arachidis,1,FALSE,
WP_212469732.1,PCuAC,147,43992,Bradyrhizobium liaoningense,bradyrhizobium liaoningense,1,FALSE,
WP_212494116.1,PCuAC,141,280332,Bradyrhizobium jicamae,bradyrhizobium jicamae,1,FALSE,
WP_212503735.1,PCuAC,143,722472,Bradyrhizobium lablabi,bradyrhizobium lablabi,1,FALSE,
WP_212525097.1,PCuAC,138,2828332,Actibacterium sp. MT2.3-13A,actibacterium sp. mt2.3-13a,0,TRUE,longest_validated_sequence
WP_212536575.1,PCuAC,133,2827239,Thetidibacter halocola,thetidibacter halocola,1,TRUE,longest_validated_sequence
WP_212560491.1,PCuAC,128,1812490,Stenotrophomonas sp. PE591,stenotrophomonas sp. pe591,0,TRUE,longest_validated_sequence
WP_212582837.1,PCuAC,134,2751177,Vibrio sp. B1FIG11,vibrio sp. b1fig11,0,FALSE,
WP_212583297.1,PCuAC,144,2751177,Vibrio sp. B1FIG11,vibrio sp. b1fig11,0,TRUE,longest_validated_sequence
WP_212615196.1,PCuAC,134,2823142,Pseudomonas sp. 14A,pseudomonas sp. 14a,0,TRUE,longest_validated_sequence
WP_212620229.1,PCuAC,140,2901164;316;3369415,Stutzerimonas stutzeri;Stutzerimonas;Stutzerimonas sp. CQPMC-PStu,stutzerimonas stutzeri,1,FALSE,
WP_212631419.1,PCuAC,140,2292264,Pseudomonas sp. KB-10,pseudomonas sp. kb-10,0,TRUE,longest_validated_sequence
WP_212659518.1,PCuAC,144,2829817,Devosia litorisediminis,devosia litorisediminis,1,TRUE,longest_validated_sequence
WP_212676499.1,PCuAC,132,2828728,Affinundibacterium fentianense,affinundibacterium fentianense,1,TRUE,longest_validated_sequence
WP_212684161.1,PCuAC,132,2828731,Affinundibacterium baiyunense,affinundibacterium baiyunense,1,TRUE,longest_validated_sequence
WP_212688888.1,PCuAC,134,2828733,Cognatundibacterium luofuense,cognatundibacterium luofuense,1,TRUE,longest_validated_sequence
WP_212700491.1,PCuAC,132,2785917,Thalassovita aquimarina,thalassovita aquimarina,1,TRUE,longest_validated_sequence
WP_212744973.1,PCuAC,133,2576037,Arcobacter arenosus,arcobacter arenosus,1,TRUE,longest_validated_sequence
WP_212797715.1,PCuAC,134,2678257,Pseudomonas sp. St316,pseudomonas sp. st316,0,TRUE,longest_validated_sequence
WP_213036671.1,PCuAC,127,2182327,Candidatus Nitrotoga fabula,candidatus nitrotoga,1,FALSE,
WP_213161487.1,PCuAC,140,2593653,Kaustia mangrovi,kaustia mangrovi,1,TRUE,longest_validated_sequence
WP_213216660.1,PCuAC,143,2571221,Roseibium polysiphoniae,roseibium polysiphoniae,1,FALSE,
WP_213250357.1,PCuAC,141,2831780,Bradyrhizobium sp. sBnM-33,bradyrhizobium sp. sbnm-33,0,TRUE,longest_validated_sequence
WP_213251943.1,PCuAC,128,2831780,Bradyrhizobium sp. sBnM-33,bradyrhizobium sp. sbnm-33,0,FALSE,
WP_213287635.1,PCuAC,141,2831781,Bradyrhizobium sp. sGM-13,bradyrhizobium sp. sgm-13,0,TRUE,longest_validated_sequence
WP_213332323.1,PCuAC,141,1953771;2638111;2835634,Chelatococcus sp.;unclassified Chelatococcus;Chelatococcus sp. HY11,unclassified chelatococcus,1,FALSE,
WP_213355388.1,PCuAC,141,459519,Ancylobacter oerskovii,ancylobacter oerskovii,1,TRUE,longest_validated_sequence
WP_213362178.1,PCuAC,135,28219;28220;3569521,Allobrachymonas;Allobrachymonas denitrificans;Brachymonas sp. KE5,allobrachymonas denitrificans,1,FALSE,
WP_213363779.1,PCuAC,141,1282440,Ancylobacter defluvii,ancylobacter defluvii,1,TRUE,longest_validated_sequence
WP_213371221.1,PCuAC,142,518825,Ancylobacter dichloromethanicus,ancylobacter dichloromethanicus,1,TRUE,longest_validated_sequence
WP_213475503.1,PCuAC,147,393657,Thalassospira tepidiphila,thalassospira tepidiphila,1,FALSE,
WP_213476598.1,PCuAC,140,209639,Marinobacter lipolyticus,marinobacter lipolyticus,1,TRUE,longest_validated_sequence
WP_213564846.1,PCuAC,141,2792425,Microvirga sp. 3-52,microvirga sp. 3-52,0,TRUE,longest_validated_sequence
WP_213596074.1,PCuAC,138,2834768,Pseudochrobactrum algeriensis,pseudochrobactrum algeriensis,1,TRUE,longest_validated_sequence
WP_213603909.1,PCuAC,130,2813842,Pseudomonas sp. SORT22,pseudomonas sp. sort22,0,TRUE,longest_validated_sequence
WP_213611418.1,PCuAC,134,2835532,Roseococcus sp. SDR,roseococcus sp. sdr,0,TRUE,longest_validated_sequence
WP_213627360.1,PCuAC,140,196821;2678261;3081296,unclassified Pseudomonas;Pseudomonas sp. Pc102;Pseudomonas sp. USHLN015,unclassified pseudomonas,1,FALSE,
WP_213641363.1,PCuAC,140,1424203,Pseudomonas lalucatii,pseudomonas lalucatii,1,TRUE,longest_validated_sequence
WP_213657399.1,PCuAC,131,312306,Pseudomonas entomophila,pseudomonas entomophila,1,FALSE,
WP_213663343.1,PCuAC,141,316,Stutzerimonas stutzeri,stutzerimonas stutzeri,1,TRUE,longest_validated_sequence
WP_213685761.1,PCuAC,136,1914329,Roseicyclus sp.,roseicyclus sp.,0,TRUE,longest_validated_sequence
WP_213740983.1,PCuAC,142,2720082,Bradyrhizobium sp. dw_411,bradyrhizobium sp. dw_411,0,TRUE,longest_validated_sequence
WP_213756477.1,PCuAC,142,2836179,Ancylobacter radicis,ancylobacter radicis,1,TRUE,longest_validated_sequence
WP_213772526.1,PCuAC,141,2719793,Bradyrhizobium sp. dw_78,bradyrhizobium sp. dw_78,0,TRUE,longest_validated_sequence
WP_213824352.1,PCuAC,134,2810616,Halomonas jincaotanensis,halomonas jincaotanensis,1,TRUE,longest_validated_sequence
WP_213866288.1,PCuAC,143,663,Vibrio alginolyticus,vibrio alginolyticus,1,FALSE,
WP_213888824.1,PCuAC,131,1591409;1759417;2926418,Pseudohalocynthiibacter aestuariivivens;Pseudohalocynthiibacter;Pseudohalocynthiibacter sp. F2068,pseudohalocynthiibacter aestuariivivens,1,TRUE,longest_validated_sequence
WP_213968349.1,PCuAC,143,663,Vibrio alginolyticus,vibrio alginolyticus,1,FALSE,
WP_213970827.1,PCuAC,143,663,Vibrio alginolyticus,vibrio alginolyticus,1,FALSE,
WP_213982096.1,PCuAC,126,2721175,Sphingomonas sp. dw_22,sphingomonas sp. dw_22,0,TRUE,longest_validated_sequence
WP_213982811.1,PCuAC,140,2814886,Tianweitania aestuarii,tianweitania aestuarii,1,TRUE,longest_validated_sequence
WP_214001134.1,PCuAC,129,1977258,Arsukibacterium sp.,arsukibacterium sp.,0,TRUE,longest_validated_sequence
WP_214010770.1,PCuAC,141,1937790,Ancylobacter sonchi,ancylobacter sonchi,1,TRUE,longest_validated_sequence
WP_214122084.1,PCuAC,132,2835872,Curvibacter sp. CHRR-16,curvibacter sp. chrr-16,0,TRUE,longest_validated_sequence
WP_214123543.1,PCuAC,125,2835872,Curvibacter sp. CHRR-16,curvibacter sp. chrr-16,0,FALSE,
WP_214272614.1,PCuAC,138,2831675,Paracoccus sp. pheM1,paracoccus sp. phem1,0,TRUE,longest_validated_sequence
WP_214274023.1,PCuAC,133,2831675,Paracoccus sp. pheM1,paracoccus sp. phem1,0,FALSE,
WP_214330243.1,PCuAC,140,2482751,Stutzerimonas nitrititolerans,stutzerimonas nitrititolerans,1,FALSE,
WP_214363049.1,PCuAC,128,2795389,Denitromonas iodatirespirans,denitromonas iodatirespirans,1,TRUE,longest_validated_sequence
WP_214392819.1,PCuAC,141,1035067,Aminobacter anthyllidis,aminobacter anthyllidis,1,TRUE,longest_validated_sequence
WP_214473606.1,PCuAC,138,2812001,Mesorhizobium sp. dw_380,mesorhizobium sp. dw_380,0,TRUE,longest_validated_sequence
WP_214491699.1,PCuAC,143,2836178,Bradyrhizobium sp. SRL28,bradyrhizobium sp. srl28,0,TRUE,longest_validated_sequence
WP_214496816.1,PCuAC,133,196821;2834067;2834068,unclassified Pseudomonas;Pseudomonas sp. VS40;Pseudomonas sp. VS59,unclassified pseudomonas,1,FALSE,
WP_214913540.1,PCuAC,134,294,Pseudomonas fluorescens,pseudomonas fluorescens,1,FALSE,
WP_214995299.1,PCuAC,135,1298865;2603817;2614992,Alteromonas sp. ALT199;Alteromonas sp. 4B03;unclassified Alteromonas,unclassified alteromonas,1,FALSE,
WP_215001921.1,PCuAC,134,286;2898587;294,Pseudomonas;Pseudomonas fluorescens;Pseudomonas sp. C3-2018,pseudomonas fluorescens,1,FALSE,
WP_215194061.1,PCuAC,137,1280831,Falsiruegeria litorea,falsiruegeria litorea,1,FALSE,
WP_215263730.1,PCuAC,135,1156985,Epibacterium ulvae,epibacterium ulvae,1,TRUE,longest_validated_sequence
WP_215278957.1,PCuAC,138,2527775,Polynucleobacter paneuropaeus,polynucleobacter paneuropaeus,1,TRUE,longest_validated_sequence
WP_215291173.1,PCuAC,139,2689107,Polynucleobacter sp. MWH-CaK5,polynucleobacter sp. mwh-cak5,0,TRUE,longest_validated_sequence
WP_215292390.1,PCuAC,137,2081051,Polynucleobacter sp. MG-5-Ahmo-C2,polynucleobacter sp. mg-5-ahmo-c2,0,TRUE,longest_validated_sequence
WP_215296653.1,PCuAC,136,1758395,Polynucleobacter sp. JS-JIR-5-A7,polynucleobacter sp. js-jir-5-a7,0,TRUE,longest_validated_sequence
WP_215299688.1,PCuAC,138,2576917,Polynucleobacter sp. AP-Nino-20-G2,polynucleobacter sp. ap-nino-20-g2,0,TRUE,longest_validated_sequence
WP_215309598.1,PCuAC,137,1855625;2640945;2770234,Polynucleobacter sp. Nonnen-W13;unclassified Polynucleobacter;Polynucleobacter sp. Adler-ghost,unclassified polynucleobacter,1,FALSE,
WP_215320046.1,PCuAC,139,1855646,Polynucleobacter sp. UB-Siik-W21,polynucleobacter sp. ub-siik-w21,0,TRUE,longest_validated_sequence
